lsoa_code,borough,major_category,minor_category,value,year,month
E01001530,Enfield,Sexual Offences,Other Sexual,0,2015,6
E01001495,Enfield,Sexual Offences,Other Sexual,0,2015,7
E01001153,Croydon,Sexual Offences,Other Sexual,0,2015,8
E01001043,Croydon,Sexual Offences,Other Sexual,0,2015,12
E01001141,Croydon,Sexual Offences,Other Sexual,0,2015,8
E01001028,Croydon,Sexual Offences,Other Sexual,0,2015,10
E01001560,Enfield,Sexual Offences,Other Sexual,0,2015,5
E01001436,Enfield,Sexual Offences,Other Sexual,0,2015,4
E01001411,Enfield,Sexual Offences,Other Sexual,0,2015,7
E01001562,Enfield,Sexual Offences,Other Sexual,0,2015,8
E01001430,Enfield,Sexual Offences,Other Sexual,0,2015,4
E01001738,Hackney,Sexual Offences,Other Sexual,0,2015,10
E01001803,Hackney,Sexual Offences,Other Sexual,0,2015,5
E01001786,Hackney,Sexual Offences,Other Sexual,0,2015,4
E01001803,Hackney,Sexual Offences,Other Sexual,0,2015,2
E01001733,Hackney,Sexual Offences,Other Sexual,0,2015,10
E01001803,Hackney,Sexual Offences,Other Sexual,0,2015,8
E01001850,Hackney,Sexual Offences,Other Sexual,0,2015,2
E01001735,Hackney,Sexual Offences,Other Sexual,0,2015,9
E01003061,Lambeth,Sexual Offences,Other Sexual,0,2015,4
E01003106,Lambeth,Sexual Offences,Other Sexual,0,2015,2
E01003144,Lambeth,Sexual Offences,Other Sexual,0,2015,7
E01003156,Lambeth,Sexual Offences,Other Sexual,0,2015,1
E01003040,Lambeth,Sexual Offences,Other Sexual,0,2015,8
E01003176,Lambeth,Sexual Offences,Other Sexual,0,2015,7
E01003188,Lambeth,Sexual Offences,Other Sexual,0,2015,3
E01003143,Lambeth,Sexual Offences,Other Sexual,0,2015,5
E01003368,Merton,Sexual Offences,Other Sexual,0,2015,8
E01003425,Merton,Sexual Offences,Other Sexual,0,2015,3
E01003375,Merton,Sexual Offences,Other Sexual,0,2015,8
E01003495,Newham,Sexual Offences,Other Sexual,0,2015,6
E01003606,Newham,Sexual Offences,Other Sexual,0,2015,2
E01004123,Sutton,Sexual Offences,Other Sexual,0,2015,1
E01000740,Bromley,Sexual Offences,Other Sexual,0,2015,6
E01001963,Haringey,Sexual Offences,Other Sexual,0,2015,5
E01002028,Haringey,Sexual Offences,Other Sexual,0,2015,11
E01002039,Haringey,Sexual Offences,Other Sexual,0,2015,7
E01002028,Haringey,Sexual Offences,Other Sexual,0,2015,10
E01002310,Havering,Sexual Offences,Other Sexual,0,2015,7
E01002358,Havering,Sexual Offences,Other Sexual,0,2015,6
E01002612,Hounslow,Sexual Offences,Other Sexual,0,2015,12
E01003334,Lewisham,Sexual Offences,Other Sexual,0,2015,1
E01003325,Lewisham,Sexual Offences,Other Sexual,0,2015,5
E01003348,Lewisham,Sexual Offences,Other Sexual,0,2015,4
E01003189,Lewisham,Sexual Offences,Other Sexual,0,2015,5
E01003237,Lewisham,Sexual Offences,Other Sexual,0,2015,8
E01003253,Lewisham,Sexual Offences,Other Sexual,0,2015,8
E01003296,Lewisham,Sexual Offences,Other Sexual,0,2015,11
E01003237,Lewisham,Sexual Offences,Other Sexual,0,2015,2
E01001649,Greenwich,Sexual Offences,Other Sexual,0,2015,5
E01001614,Greenwich,Sexual Offences,Other Sexual,0,2015,12
E01001631,Greenwich,Sexual Offences,Other Sexual,0,2015,8
E01002071,Haringey,Sexual Offences,Other Sexual,0,2015,11
E01002099,Haringey,Sexual Offences,Other Sexual,0,2015,4
E01002039,Haringey,Sexual Offences,Other Sexual,0,2015,9
E01001993,Haringey,Sexual Offences,Other Sexual,0,2015,8
E01002004,Haringey,Sexual Offences,Other Sexual,0,2015,6
E01002081,Haringey,Sexual Offences,Other Sexual,0,2015,2
E01002274,Havering,Sexual Offences,Other Sexual,0,2015,12
E01002368,Havering,Sexual Offences,Other Sexual,0,2015,7
E01002681,Hounslow,Sexual Offences,Other Sexual,0,2015,9
E01002637,Hounslow,Sexual Offences,Other Sexual,0,2015,9
E01003253,Lewisham,Sexual Offences,Other Sexual,0,2015,5
E01003213,Lewisham,Sexual Offences,Other Sexual,0,2015,8
E01003243,Lewisham,Sexual Offences,Other Sexual,0,2015,4
E01003237,Lewisham,Sexual Offences,Other Sexual,0,2015,4
E01001690,Greenwich,Sexual Offences,Other Sexual,0,2015,3
E01001031,Croydon,Sexual Offences,Other Sexual,0,2015,8
E01001043,Croydon,Sexual Offences,Other Sexual,0,2015,6
E01001146,Croydon,Sexual Offences,Other Sexual,0,2015,11
E01001394,Enfield,Sexual Offences,Other Sexual,0,2015,7
E01001427,Enfield,Sexual Offences,Other Sexual,0,2015,11
E01001732,Hackney,Sexual Offences,Other Sexual,0,2015,8
E01001781,Hackney,Sexual Offences,Other Sexual,0,2015,10
E01001738,Hackney,Sexual Offences,Other Sexual,0,2015,9
E01003159,Lambeth,Sexual Offences,Other Sexual,0,2015,7
E01003086,Lambeth,Sexual Offences,Other Sexual,0,2015,6
E01003085,Lambeth,Sexual Offences,Other Sexual,0,2015,2
E01003159,Lambeth,Sexual Offences,Other Sexual,0,2015,1
E01003081,Lambeth,Sexual Offences,Other Sexual,0,2015,9
E01001012,Croydon,Sexual Offences,Other Sexual,0,2015,7
E01001166,Croydon,Sexual Offences,Other Sexual,0,2015,6
E01001117,Croydon,Sexual Offences,Other Sexual,0,2015,6
E01001074,Croydon,Sexual Offences,Other Sexual,0,2015,5
E01000987,Croydon,Sexual Offences,Other Sexual,0,2015,8
E01001155,Croydon,Sexual Offences,Other Sexual,0,2015,1
E01000986,Croydon,Sexual Offences,Other Sexual,0,2015,5
E01001485,Enfield,Sexual Offences,Other Sexual,0,2015,6
E01001412,Enfield,Sexual Offences,Other Sexual,0,2015,12
E01001495,Enfield,Sexual Offences,Other Sexual,0,2015,1
E01001796,Hackney,Sexual Offences,Other Sexual,0,2015,7
E01003077,Lambeth,Sexual Offences,Other Sexual,0,2015,5
E01003062,Lambeth,Sexual Offences,Other Sexual,0,2015,5
E01003080,Lambeth,Sexual Offences,Other Sexual,0,2015,7
E01003019,Lambeth,Sexual Offences,Other Sexual,0,2015,1
E01003158,Lambeth,Sexual Offences,Other Sexual,0,2015,12
E01003144,Lambeth,Sexual Offences,Other Sexual,0,2015,5
E01003081,Lambeth,Sexual Offences,Other Sexual,0,2015,12
E01001971,Haringey,Sexual Offences,Other Sexual,0,2015,8
E01002004,Haringey,Sexual Offences,Other Sexual,0,2015,1
E01002038,Haringey,Sexual Offences,Other Sexual,0,2015,11
E01002248,Havering,Sexual Offences,Other Sexual,0,2015,1
E01002610,Hounslow,Sexual Offences,Other Sexual,0,2015,9
E01003318,Lewisham,Sexual Offences,Other Sexual,0,2015,12
E01001693,Greenwich,Sexual Offences,Other Sexual,0,2015,7
E01003018,Lambeth,Sexual Offences,Other Sexual,0,2015,9
E01001979,Haringey,Sexual Offences,Other Sexual,0,2015,9
E01002358,Havering,Sexual Offences,Other Sexual,0,2015,3
E01002268,Havering,Sexual Offences,Other Sexual,0,2015,4
E01002602,Hounslow,Sexual Offences,Other Sexual,0,2015,9
E01002681,Hounslow,Sexual Offences,Other Sexual,0,2015,6
E01002592,Hounslow,Sexual Offences,Other Sexual,0,2015,8
E01002637,Hounslow,Sexual Offences,Other Sexual,0,2015,2
E01002559,Hounslow,Sexual Offences,Other Sexual,0,2015,8
E01002566,Hounslow,Sexual Offences,Other Sexual,0,2015,7
E01002614,Hounslow,Sexual Offences,Other Sexual,0,2015,4
E01003303,Lewisham,Sexual Offences,Other Sexual,0,2015,2
E01003268,Lewisham,Sexual Offences,Other Sexual,0,2015,7
E01001632,Greenwich,Sexual Offences,Other Sexual,0,2015,9
E01002749,Islington,Sexual Offences,Other Sexual,0,2015,12
E01002777,Islington,Sexual Offences,Other Sexual,0,2015,12
E01002786,Islington,Sexual Offences,Other Sexual,0,2015,6
E01003681,Redbridge,Sexual Offences,Other Sexual,0,2015,11
E01003755,Redbridge,Sexual Offences,Other Sexual,0,2015,8
E01003703,Redbridge,Sexual Offences,Other Sexual,0,2015,8
E01003769,Redbridge,Sexual Offences,Other Sexual,0,2015,10
E01004017,Southwark,Sexual Offences,Other Sexual,0,2015,7
E01004067,Southwark,Sexual Offences,Other Sexual,0,2015,8
E01002526,Hillingdon,Sexual Offences,Other Sexual,0,2015,6
E01002456,Hillingdon,Sexual Offences,Other Sexual,0,2015,11
E01002445,Hillingdon,Sexual Offences,Other Sexual,0,2015,2
E01002501,Hillingdon,Sexual Offences,Other Sexual,0,2015,8
E01002403,Hillingdon,Sexual Offences,Other Sexual,0,2015,3
E01002417,Hillingdon,Sexual Offences,Other Sexual,0,2015,9
E01004601,Wandsworth,Sexual Offences,Other Sexual,0,2015,6
E01004560,Wandsworth,Sexual Offences,Other Sexual,0,2015,8
E01004598,Wandsworth,Sexual Offences,Other Sexual,0,2015,6
E01002716,Islington,Sexual Offences,Other Sexual,0,2015,9
E01002748,Islington,Sexual Offences,Other Sexual,0,2015,6
E01002791,Islington,Sexual Offences,Other Sexual,0,2015,6
E01003689,Redbridge,Sexual Offences,Other Sexual,0,2015,8
E01003642,Redbridge,Sexual Offences,Other Sexual,0,2015,8
E01003927,Southwark,Sexual Offences,Other Sexual,0,2015,10
E01003923,Southwark,Sexual Offences,Other Sexual,0,2015,11
E01003926,Southwark,Sexual Offences,Other Sexual,0,2015,5
E01003920,Southwark,Sexual Offences,Other Sexual,0,2015,8
E01003923,Southwark,Sexual Offences,Other Sexual,0,2015,9
E01003990,Southwark,Sexual Offences,Other Sexual,0,2015,12
E01002550,Hillingdon,Sexual Offences,Other Sexual,0,2015,4
E01002397,Hillingdon,Sexual Offences,Other Sexual,0,2015,6
E01004482,Wandsworth,Sexual Offences,Other Sexual,0,2015,1
E01004508,Wandsworth,Sexual Offences,Other Sexual,0,2015,10
E01004640,Wandsworth,Sexual Offences,Other Sexual,0,2015,8
E01004509,Wandsworth,Sexual Offences,Other Sexual,0,2015,1
E01002041,Haringey,Sexual Offences,Other Sexual,0,2015,5
E01002020,Haringey,Sexual Offences,Other Sexual,0,2015,1
E01001997,Haringey,Sexual Offences,Other Sexual,0,2015,4
E01002310,Havering,Sexual Offences,Other Sexual,0,2015,9
E01002641,Hounslow,Sexual Offences,Other Sexual,0,2015,5
E01002568,Hounslow,Sexual Offences,Other Sexual,0,2015,1
E01003298,Lewisham,Sexual Offences,Other Sexual,0,2015,2
E01003334,Lewisham,Sexual Offences,Other Sexual,0,2015,9
E01003248,Lewisham,Sexual Offences,Other Sexual,0,2015,4
E01001634,Greenwich,Sexual Offences,Other Sexual,0,2015,1
E01001688,Greenwich,Sexual Offences,Other Sexual,0,2015,10
E01001688,Greenwich,Sexual Offences,Other Sexual,0,2015,12
E01001676,Greenwich,Sexual Offences,Other Sexual,0,2015,5
E01001595,Greenwich,Sexual Offences,Other Sexual,0,2015,7
E01002709,Islington,Sexual Offences,Other Sexual,0,2015,11
E01002737,Islington,Sexual Offences,Other Sexual,0,2015,11
E01002709,Islington,Sexual Offences,Other Sexual,0,2015,3
E01002770,Islington,Sexual Offences,Other Sexual,0,2015,10
E01002719,Islington,Sexual Offences,Other Sexual,0,2015,2
E01002711,Islington,Sexual Offences,Other Sexual,0,2015,2
E01002758,Islington,Sexual Offences,Other Sexual,0,2015,7
E01003681,Redbridge,Sexual Offences,Other Sexual,0,2015,4
E01003781,Redbridge,Sexual Offences,Other Sexual,0,2015,8
E01003947,Southwark,Sexual Offences,Other Sexual,0,2015,3
E01004002,Southwark,Sexual Offences,Other Sexual,0,2015,7
E01003929,Southwark,Sexual Offences,Other Sexual,0,2015,9
E01003983,Southwark,Sexual Offences,Other Sexual,0,2015,10
E01004053,Southwark,Sexual Offences,Other Sexual,0,2015,7
E01004067,Southwark,Sexual Offences,Other Sexual,0,2015,7
E01003929,Southwark,Sexual Offences,Other Sexual,0,2015,2
E01002505,Hillingdon,Sexual Offences,Other Sexual,0,2015,3
E01002515,Hillingdon,Sexual Offences,Other Sexual,0,2015,8
E01002452,Hillingdon,Sexual Offences,Other Sexual,0,2015,11
E01002409,Hillingdon,Sexual Offences,Other Sexual,0,2015,1
E01004622,Wandsworth,Sexual Offences,Other Sexual,0,2015,11
E01004525,Wandsworth,Sexual Offences,Other Sexual,0,2015,6
E01004598,Wandsworth,Sexual Offences,Other Sexual,0,2015,12
E01004611,Wandsworth,Sexual Offences,Other Sexual,0,2015,4
E01004600,Wandsworth,Sexual Offences,Other Sexual,0,2015,8
E01001983,Haringey,Sexual Offences,Other Sexual,0,2015,3
E01002356,Havering,Sexual Offences,Other Sexual,0,2015,9
E01002289,Havering,Sexual Offences,Other Sexual,0,2015,11
E01002568,Hounslow,Sexual Offences,Other Sexual,0,2015,9
E01002559,Hounslow,Sexual Offences,Other Sexual,0,2015,3
E01003237,Lewisham,Sexual Offences,Other Sexual,0,2015,12
E01003325,Lewisham,Sexual Offences,Other Sexual,0,2015,2
E01001632,Greenwich,Sexual Offences,Other Sexual,0,2015,8
E01001674,Greenwich,Sexual Offences,Other Sexual,0,2015,9
E01002801,Islington,Sexual Offences,Other Sexual,0,2015,9
E01002799,Islington,Sexual Offences,Other Sexual,0,2015,5
E01002714,Islington,Sexual Offences,Other Sexual,0,2015,5
E01004029,Southwark,Sexual Offences,Other Sexual,0,2015,1
E01004065,Southwark,Sexual Offences,Other Sexual,0,2015,11
E01002514,Hillingdon,Sexual Offences,Other Sexual,0,2015,11
E01002526,Hillingdon,Sexual Offences,Other Sexual,0,2015,2
E01002546,Hillingdon,Sexual Offences,Other Sexual,0,2015,11
E01002403,Hillingdon,Sexual Offences,Other Sexual,0,2015,8
E01004500,Wandsworth,Sexual Offences,Other Sexual,0,2015,12
E01004528,Wandsworth,Sexual Offences,Other Sexual,0,2015,6
E01004568,Wandsworth,Sexual Offences,Other Sexual,0,2015,5
E01004508,Wandsworth,Sexual Offences,Other Sexual,0,2015,7
E01004560,Wandsworth,Sexual Offences,Other Sexual,0,2015,3
E01004736,Westminster,Sexual Offences,Other Sexual,0,2015,6
E01004677,Westminster,Sexual Offences,Other Sexual,0,2015,5
E01004734,Westminster,Sexual Offences,Other Sexual,0,2015,8
E01004650,Westminster,Sexual Offences,Other Sexual,0,2015,4
E01004323,Tower Hamlets,Sexual Offences,Other Sexual,0,2015,12
E01004276,Tower Hamlets,Sexual Offences,Other Sexual,0,2015,7
E01004259,Tower Hamlets,Sexual Offences,Other Sexual,0,2015,10
E01004733,Westminster,Sexual Offences,Other Sexual,0,2015,6
E01004731,Westminster,Sexual Offences,Other Sexual,0,2015,6
E01004757,Westminster,Sexual Offences,Other Sexual,0,2015,11
E01004688,Westminster,Sexual Offences,Other Sexual,0,2015,9
E01004276,Tower Hamlets,Sexual Offences,Other Sexual,0,2015,9
E01004263,Tower Hamlets,Sexual Offences,Other Sexual,0,2015,3
E01004205,Tower Hamlets,Sexual Offences,Other Sexual,0,2015,12
E01004259,Tower Hamlets,Sexual Offences,Other Sexual,0,2015,4
E01004272,Tower Hamlets,Sexual Offences,Other Sexual,0,2015,9
E01004397,Waltham Forest,Sexual Offences,Other Sexual,0,2015,1
E01004444,Waltham Forest,Sexual Offences,Other Sexual,0,2015,3
E01004397,Waltham Forest,Sexual Offences,Other Sexual,0,2015,6
E01004393,Waltham Forest,Sexual Offences,Other Sexual,0,2015,12
E01000054,Barking and Dagenham,Sexual Offences,Other Sexual,0,2015,9
E01000081,Barking and Dagenham,Sexual Offences,Other Sexual,0,2015,5
E01000058,Barking and Dagenham,Sexual Offences,Other Sexual,0,2015,7
E01000007,Barking and Dagenham,Sexual Offences,Other Sexual,0,2015,12
E01003008,Kingston upon Thames,Sexual Offences,Other Sexual,0,2015,8
E01002973,Kingston upon Thames,Sexual Offences,Other Sexual,0,2015,6
E01003906,Richmond upon Thames,Sexual Offences,Other Sexual,0,2015,3
E01003881,Richmond upon Thames,Sexual Offences,Other Sexual,0,2015,11
E01003858,Richmond upon Thames,Sexual Offences,Other Sexual,0,2015,10
E01003858,Richmond upon Thames,Sexual Offences,Other Sexual,0,2015,11
E01001922,Hammersmith and Fulham,Sexual Offences,Other Sexual,0,2015,1
E01001851,Hammersmith and Fulham,Sexual Offences,Other Sexual,0,2015,9
E01001911,Hammersmith and Fulham,Sexual Offences,Other Sexual,0,2015,7
E01001862,Hammersmith and Fulham,Sexual Offences,Other Sexual,0,2015,3
E01002839,Kensington and Chelsea,Sexual Offences,Other Sexual,0,2015,8
E01002815,Kensington and Chelsea,Sexual Offences,Other Sexual,0,2015,4
E01002888,Kensington and Chelsea,Sexual Offences,Other Sexual,0,2015,6
E01002819,Kensington and Chelsea,Sexual Offences,Other Sexual,0,2015,12
E01002887,Kensington and Chelsea,Sexual Offences,Other Sexual,0,2015,6
E01001180,Croydon,Sexual Offences,Other Sexual,0,2015,6
E01000978,Croydon,Sexual Offences,Other Sexual,0,2015,7
E01001510,Enfield,Sexual Offences,Other Sexual,0,2015,5
E01001545,Enfield,Sexual Offences,Other Sexual,0,2015,8
E01001560,Enfield,Sexual Offences,Other Sexual,0,2015,8
E01001516,Enfield,Sexual Offences,Other Sexual,0,2015,11
E01001524,Enfield,Sexual Offences,Other Sexual,0,2015,12
E01001733,Hackney,Sexual Offences,Other Sexual,0,2015,11
E01001821,Hackney,Sexual Offences,Other Sexual,0,2015,4
E01001789,Hackney,Sexual Offences,Other Sexual,0,2015,2
E01001738,Hackney,Sexual Offences,Other Sexual,0,2015,8
E01001732,Hackney,Sexual Offences,Other Sexual,0,2015,2
E01003135,Lambeth,Sexual Offences,Other Sexual,0,2015,3
E01003180,Lambeth,Sexual Offences,Other Sexual,0,2015,12
E01003144,Lambeth,Sexual Offences,Other Sexual,0,2015,11
E01003041,Lambeth,Sexual Offences,Other Sexual,0,2015,5
E01003106,Lambeth,Sexual Offences,Other Sexual,0,2015,12
E01004734,Westminster,Sexual Offences,Other Sexual,0,2015,12
E01004765,Westminster,Sexual Offences,Other Sexual,0,2015,5
E01004714,Westminster,Sexual Offences,Other Sexual,0,2015,7
E01004727,Westminster,Sexual Offences,Other Sexual,0,2015,8
E01004310,Tower Hamlets,Sexual Offences,Other Sexual,0,2015,9
E01004457,Waltham Forest,Sexual Offences,Other Sexual,0,2015,6
E01004444,Waltham Forest,Sexual Offences,Other Sexual,0,2015,8
E01004391,Waltham Forest,Sexual Offences,Other Sexual,0,2015,3
E01004409,Waltham Forest,Sexual Offences,Other Sexual,0,2015,6
E01000006,Barking and Dagenham,Sexual Offences,Other Sexual,0,2015,9
E01000006,Barking and Dagenham,Sexual Offences,Other Sexual,0,2015,5
E01002991,Kingston upon Thames,Sexual Offences,Other Sexual,0,2015,6
E01003893,Richmond upon Thames,Sexual Offences,Other Sexual,0,2015,8
E01004409,Waltham Forest,Sexual Offences,Other Sexual,0,2015,3
E01000039,Barking and Dagenham,Sexual Offences,Other Sexual,0,2015,7
E01002943,Kingston upon Thames,Sexual Offences,Other Sexual,0,2015,7
E01002994,Kingston upon Thames,Sexual Offences,Other Sexual,0,2015,12
E01003849,Richmond upon Thames,Sexual Offences,Other Sexual,0,2015,12
E01003846,Richmond upon Thames,Sexual Offences,Other Sexual,0,2015,11
E01004736,Westminster,Sexual Offences,Other Sexual,0,2015,9
E01004720,Westminster,Sexual Offences,Other Sexual,0,2015,11
E01004650,Westminster,Sexual Offences,Other Sexual,0,2015,10
E01004761,Westminster,Sexual Offences,Other Sexual,0,2015,4
E01004292,Tower Hamlets,Sexual Offences,Other Sexual,0,2015,5
E01004291,Tower Hamlets,Sexual Offences,Other Sexual,0,2015,6
E01004292,Tower Hamlets,Sexual Offences,Other Sexual,0,2015,11
E01004394,Waltham Forest,Sexual Offences,Other Sexual,0,2015,5
E01004398,Waltham Forest,Sexual Offences,Other Sexual,0,2015,10
E01004394,Waltham Forest,Sexual Offences,Other Sexual,0,2015,2
E01000058,Barking and Dagenham,Sexual Offences,Other Sexual,0,2015,9
E01000034,Barking and Dagenham,Sexual Offences,Other Sexual,0,2015,11
E01000080,Barking and Dagenham,Sexual Offences,Other Sexual,0,2015,6
E01000054,Barking and Dagenham,Sexual Offences,Other Sexual,0,2015,8
E01003008,Kingston upon Thames,Sexual Offences,Other Sexual,0,2015,4
E01002968,Kingston upon Thames,Sexual Offences,Other Sexual,0,2015,12
E01002978,Kingston upon Thames,Sexual Offences,Other Sexual,0,2015,10
E01003844,Richmond upon Thames,Sexual Offences,Other Sexual,0,2015,7
E01003853,Richmond upon Thames,Sexual Offences,Other Sexual,0,2015,11
E01002781,Islington,Sexual Offences,Other Sexual,0,2015,2
E01003947,Southwark,Sexual Offences,Other Sexual,0,2015,12
E01004029,Southwark,Sexual Offences,Other Sexual,0,2015,2
E01004074,Southwark,Sexual Offences,Other Sexual,0,2015,2
E01003964,Southwark,Sexual Offences,Other Sexual,0,2015,8
E01003923,Southwark,Sexual Offences,Other Sexual,0,2015,6
E01002403,Hillingdon,Sexual Offences,Other Sexual,0,2015,1
E01002516,Hillingdon,Sexual Offences,Other Sexual,0,2015,11
E01004583,Wandsworth,Sexual Offences,Other Sexual,0,2015,5
E01004537,Wandsworth,Sexual Offences,Other Sexual,0,2015,10
E01004508,Wandsworth,Sexual Offences,Other Sexual,0,2015,6
E01004542,Wandsworth,Sexual Offences,Other Sexual,0,2015,12
E01001903,Hammersmith and Fulham,Sexual Offences,Other Sexual,0,2015,2
E01001906,Hammersmith and Fulham,Sexual Offences,Other Sexual,0,2015,4
E01001855,Hammersmith and Fulham,Sexual Offences,Other Sexual,0,2015,1
E01002882,Kensington and Chelsea,Sexual Offences,Other Sexual,0,2015,7
E01002740,Islington,Sexual Offences,Other Sexual,0,2015,10
E01002726,Islington,Sexual Offences,Other Sexual,0,2015,8
E01002805,Islington,Sexual Offences,Other Sexual,0,2015,1
E01002749,Islington,Sexual Offences,Other Sexual,0,2015,9
E01002748,Islington,Sexual Offences,Other Sexual,0,2015,11
E01002728,Islington,Sexual Offences,Other Sexual,0,2015,12
E01003728,Redbridge,Sexual Offences,Other Sexual,0,2015,8
E01003755,Redbridge,Sexual Offences,Other Sexual,0,2015,4
E01003934,Southwark,Sexual Offences,Other Sexual,0,2015,1
E01004051,Southwark,Sexual Offences,Other Sexual,0,2015,7
E01002403,Hillingdon,Sexual Offences,Other Sexual,0,2015,11
E01004598,Wandsworth,Sexual Offences,Other Sexual,0,2015,11
E01004600,Wandsworth,Sexual Offences,Other Sexual,0,2015,1
E01002020,Haringey,Sexual Offences,Other Sexual,0,2015,9
E01002017,Haringey,Sexual Offences,Other Sexual,0,2015,3
E01002019,Haringey,Sexual Offences,Other Sexual,0,2015,3
E01002299,Havering,Sexual Offences,Other Sexual,0,2015,3
E01002299,Havering,Sexual Offences,Other Sexual,0,2015,11
E01002602,Hounslow,Sexual Offences,Other Sexual,0,2015,7
E01002641,Hounslow,Sexual Offences,Other Sexual,0,2015,8
E01002612,Hounslow,Sexual Offences,Other Sexual,0,2015,11
E01002591,Hounslow,Sexual Offences,Other Sexual,0,2015,10
E01003253,Lewisham,Sexual Offences,Other Sexual,0,2015,3
E01001634,Greenwich,Sexual Offences,Other Sexual,0,2015,9
E01004677,Westminster,Sexual Offences,Other Sexual,0,2015,12
E01004662,Westminster,Sexual Offences,Other Sexual,0,2015,6
E01004297,Tower Hamlets,Sexual Offences,Other Sexual,0,2015,12
E01004271,Tower Hamlets,Sexual Offences,Other Sexual,0,2015,1
E01004238,Tower Hamlets,Sexual Offences,Other Sexual,0,2015,4
E01004398,Waltham Forest,Sexual Offences,Other Sexual,0,2015,11
E01000080,Barking and Dagenham,Sexual Offences,Other Sexual,0,2015,5
E01000021,Barking and Dagenham,Sexual Offences,Other Sexual,0,2015,5
E01000006,Barking and Dagenham,Sexual Offences,Other Sexual,0,2015,8
E01000028,Barking and Dagenham,Sexual Offences,Other Sexual,0,2015,9
E01002978,Kingston upon Thames,Sexual Offences,Other Sexual,0,2015,3
E01003844,Richmond upon Thames,Sexual Offences,Other Sexual,0,2015,12
E01001955,Hammersmith and Fulham,Sexual Offences,Other Sexual,0,2015,3
E01001942,Hammersmith and Fulham,Sexual Offences,Other Sexual,0,2015,9
E01001888,Hammersmith and Fulham,Sexual Offences,Other Sexual,0,2015,3
E01001883,Hammersmith and Fulham,Sexual Offences,Other Sexual,0,2015,6
E01001857,Hammersmith and Fulham,Sexual Offences,Other Sexual,0,2015,4
E01001899,Hammersmith and Fulham,Sexual Offences,Other Sexual,0,2015,1
E01002885,Kensington and Chelsea,Sexual Offences,Other Sexual,0,2015,5
E01002820,Kensington and Chelsea,Sexual Offences,Other Sexual,0,2015,6
E01002836,Kensington and Chelsea,Sexual Offences,Other Sexual,0,2015,5
E01004699,Westminster,Sexual Offences,Other Sexual,0,2015,8
E01004691,Westminster,Sexual Offences,Other Sexual,0,2015,10
E01004754,Westminster,Sexual Offences,Other Sexual,0,2015,6
E01004662,Westminster,Sexual Offences,Other Sexual,0,2015,10
E01004226,Tower Hamlets,Sexual Offences,Other Sexual,0,2015,9
E01004205,Tower Hamlets,Sexual Offences,Other Sexual,0,2015,3
E01004205,Tower Hamlets,Sexual Offences,Other Sexual,0,2015,10
E01004371,Waltham Forest,Sexual Offences,Other Sexual,0,2015,5
E01004398,Waltham Forest,Sexual Offences,Other Sexual,0,2015,6
E01000039,Barking and Dagenham,Sexual Offences,Other Sexual,0,2015,11
E01000081,Barking and Dagenham,Sexual Offences,Other Sexual,0,2015,10
E01002930,Kingston upon Thames,Sexual Offences,Other Sexual,0,2015,12
E01002731,Islington,Sexual Offences,Other Sexual,0,2015,7
E01002719,Islington,Sexual Offences,Other Sexual,0,2015,1
E01003703,Redbridge,Sexual Offences,Other Sexual,0,2015,5
E01003986,Southwark,Sexual Offences,Other Sexual,0,2015,10
E01003974,Southwark,Sexual Offences,Other Sexual,0,2015,6
E01002447,Hillingdon,Sexual Offences,Other Sexual,0,2015,12
E01002521,Hillingdon,Sexual Offences,Other Sexual,0,2015,7
E01002514,Hillingdon,Sexual Offences,Other Sexual,0,2015,1
E01004482,Wandsworth,Sexual Offences,Other Sexual,0,2015,5
E01003816,Richmond upon Thames,Sexual Offences,Other Sexual,0,2015,4
E01003858,Richmond upon Thames,Sexual Offences,Other Sexual,0,2015,3
E01003811,Richmond upon Thames,Sexual Offences,Other Sexual,0,2015,9
E01003860,Richmond upon Thames,Sexual Offences,Other Sexual,0,2015,4
E01001953,Hammersmith and Fulham,Sexual Offences,Other Sexual,0,2015,6
E01001861,Hammersmith and Fulham,Sexual Offences,Other Sexual,0,2015,4
E01002890,Kensington and Chelsea,Sexual Offences,Other Sexual,0,2015,3
E01002819,Kensington and Chelsea,Sexual Offences,Other Sexual,0,2015,2
E01002819,Kensington and Chelsea,Sexual Offences,Other Sexual,0,2015,5
E01004727,Westminster,Sexual Offences,Other Sexual,0,2015,4
E01004723,Westminster,Sexual Offences,Other Sexual,0,2015,11
E01004708,Westminster,Sexual Offences,Other Sexual,0,2015,3
E01004731,Westminster,Sexual Offences,Other Sexual,0,2015,7
E01004263,Tower Hamlets,Sexual Offences,Other Sexual,0,2015,12
E01004302,Tower Hamlets,Sexual Offences,Other Sexual,0,2015,12
E01004409,Waltham Forest,Sexual Offences,Other Sexual,0,2015,10
E01004444,Waltham Forest,Sexual Offences,Other Sexual,0,2015,10
E01000050,Barking and Dagenham,Sexual Offences,Other Sexual,0,2015,11
E01000072,Barking and Dagenham,Sexual Offences,Other Sexual,0,2015,6
E01002978,Kingston upon Thames,Sexual Offences,Other Sexual,0,2015,1
E01003816,Richmond upon Thames,Sexual Offences,Other Sexual,0,2015,7
E01003858,Richmond upon Thames,Sexual Offences,Other Sexual,0,2015,1
E01003839,Richmond upon Thames,Sexual Offences,Other Sexual,0,2015,9
