lsoa_code,borough,major_category,minor_category,value,year,month
E01000619,Brent,Sexual Offences,Rape,0,2015,2
E01000294,Barnet,Sexual Offences,Rape,0,2015,12
E01000294,Barnet,Sexual Offences,Rape,0,2015,5
E01001331,Ealing,Sexual Offences,Rape,0,2015,6
E01001295,Ealing,Sexual Offences,Rape,0,2015,6
E01001309,Ealing,Sexual Offences,Rape,0,2015,6
E01000562,Brent,Sexual Offences,Rape,0,2015,1
E01000472,Brent,Sexual Offences,Rape,0,2015,3
E01000384,Bexley,Sexual Offences,Rape,0,2015,5
E01000644,Brent,Sexual Offences,Rape,0,2015,12
E01000591,Brent,Sexual Offences,Rape,0,2015,9
E01000644,Brent,Sexual Offences,Rape,0,2015,6
E01000550,Brent,Sexual Offences,Rape,0,2015,11
E01000848,Camden,Sexual Offences,Rape,0,2015,9
E01000619,Brent,Sexual Offences,Rape,0,2015,12
E01000526,Brent,Sexual Offences,Rape,0,2015,9
E01000472,Brent,Sexual Offences,Rape,0,2015,1
E01000570,Brent,Sexual Offences,Rape,0,2015,12
E01000294,Barnet,Sexual Offences,Rape,0,2015,1
E01000848,Camden,Sexual Offences,Rape,0,2015,10
E01002219,Harrow,Sexual Offences,Rape,0,2015,2
E01003386,Merton,Sexual Offences,Rape,0,2015,1
E01003431,Merton,Sexual Offences,Rape,0,2015,1
E01003407,Merton,Sexual Offences,Rape,0,2015,4
E01002110,Harrow,Sexual Offences,Rape,0,2015,4
E01003631,Newham,Sexual Offences,Rape,0,2015,10
E01000591,Brent,Sexual Offences,Rape,0,2015,3
E01000471,Brent,Sexual Offences,Rape,0,2015,10
E01000591,Brent,Sexual Offences,Rape,0,2015,12
E01000156,Barnet,Sexual Offences,Rape,0,2015,7
E01001273,Ealing,Sexual Offences,Rape,0,2015,7
E01002219,Harrow,Sexual Offences,Rape,0,2015,5
E01003633,Newham,Sexual Offences,Rape,0,2015,6
E01003527,Newham,Sexual Offences,Rape,0,2015,12
E01002110,Harrow,Sexual Offences,Rape,0,2015,11
E01002107,Harrow,Sexual Offences,Rape,0,2015,2
E01002107,Harrow,Sexual Offences,Rape,0,2015,8
E01003428,Merton,Sexual Offences,Rape,0,2015,11
E01003381,Merton,Sexual Offences,Rape,0,2015,7
E01000743,Bromley,Sexual Offences,Rape,0,2015,4
E01000824,Bromley,Sexual Offences,Rape,0,2015,10
E01003368,Merton,Sexual Offences,Rape,0,2015,8
E01003631,Newham,Sexual Offences,Rape,0,2015,2
E01003527,Newham,Sexual Offences,Rape,0,2015,2
E01002107,Harrow,Sexual Offences,Rape,0,2015,1
E01003516,Newham,Sexual Offences,Rape,0,2015,2
E01003608,Newham,Sexual Offences,Rape,0,2015,4
E01003595,Newham,Sexual Offences,Rape,0,2015,11
E01003595,Newham,Sexual Offences,Rape,0,2015,3
E01001087,Croydon,Sexual Offences,Rape,0,2015,3
E01001043,Croydon,Sexual Offences,Rape,0,2015,6
E01000992,Croydon,Sexual Offences,Rape,0,2015,4
E01000992,Croydon,Sexual Offences,Rape,0,2015,5
E01001477,Enfield,Sexual Offences,Rape,0,2015,5
E01001763,Hackney,Sexual Offences,Rape,0,2015,1
E01001781,Hackney,Sexual Offences,Rape,0,2015,8
E01001563,Enfield,Sexual Offences,Rape,0,2015,8
E01001549,Enfield,Sexual Offences,Rape,0,2015,11
E01001781,Hackney,Sexual Offences,Rape,0,2015,10
E01004191,Sutton,Sexual Offences,Rape,0,2015,11
E01000824,Bromley,Sexual Offences,Rape,0,2015,12
E01001043,Croydon,Sexual Offences,Rape,0,2015,3
E01001117,Croydon,Sexual Offences,Rape,0,2015,6
E01001000,Croydon,Sexual Offences,Rape,0,2015,7
E01001392,Enfield,Sexual Offences,Rape,0,2015,6
E01001843,Hackney,Sexual Offences,Rape,0,2015,1
E01001008,Croydon,Sexual Offences,Rape,0,2015,8
E01001175,Croydon,Sexual Offences,Rape,0,2015,6
E01001843,Hackney,Sexual Offences,Rape,0,2015,10
E01003119,Lambeth,Sexual Offences,Rape,0,2015,12
E01003106,Lambeth,Sexual Offences,Rape,0,2015,2
E01003531,Newham,Sexual Offences,Rape,0,2015,5
E01003496,Newham,Sexual Offences,Rape,0,2015,8
E01003515,Newham,Sexual Offences,Rape,0,2015,2
E01002068,Haringey,Sexual Offences,Rape,0,2015,8
E01002287,Havering,Sexual Offences,Rape,0,2015,2
E01002287,Havering,Sexual Offences,Rape,0,2015,9
E01002569,Hounslow,Sexual Offences,Rape,0,2015,10
E01003226,Lewisham,Sexual Offences,Rape,0,2015,12
E01002066,Haringey,Sexual Offences,Rape,0,2015,5
E01003256,Lewisham,Sexual Offences,Rape,0,2015,9
E01003256,Lewisham,Sexual Offences,Rape,0,2015,1
E01003336,Lewisham,Sexual Offences,Rape,0,2015,9
E01003226,Lewisham,Sexual Offences,Rape,0,2015,2
E01003197,Lewisham,Sexual Offences,Rape,0,2015,11
E01001092,Croydon,Sexual Offences,Rape,0,2015,12
E01001000,Croydon,Sexual Offences,Rape,0,2015,11
E01001181,Croydon,Sexual Offences,Rape,0,2015,7
E01001477,Enfield,Sexual Offences,Rape,0,2015,7
E01001763,Hackney,Sexual Offences,Rape,0,2015,3
E01001755,Hackney,Sexual Offences,Rape,0,2015,4
E01003026,Lambeth,Sexual Offences,Rape,0,2015,4
E01000990,Croydon,Sexual Offences,Rape,0,2015,3
E01000990,Croydon,Sexual Offences,Rape,0,2015,12
E01001115,Croydon,Sexual Offences,Rape,0,2015,1
E01001981,Haringey,Sexual Offences,Rape,0,2015,9
E01002067,Haringey,Sexual Offences,Rape,0,2015,5
E01003232,Lewisham,Sexual Offences,Rape,0,2015,8
E01003302,Lewisham,Sexual Offences,Rape,0,2015,4
E01001646,Greenwich,Sexual Offences,Rape,0,2015,4
E01003119,Lambeth,Sexual Offences,Rape,0,2015,1
E01003079,Lambeth,Sexual Offences,Rape,0,2015,9
E01003014,Lambeth,Sexual Offences,Rape,0,2015,4
E01002066,Haringey,Sexual Offences,Rape,0,2015,6
E01002062,Haringey,Sexual Offences,Rape,0,2015,7
E01002089,Haringey,Sexual Offences,Rape,0,2015,9
E01003226,Lewisham,Sexual Offences,Rape,0,2015,1
E01002784,Islington,Sexual Offences,Rape,0,2015,2
E01004070,Southwark,Sexual Offences,Rape,0,2015,10
E01004625,Wandsworth,Sexual Offences,Rape,0,2015,8
E01002455,Hillingdon,Sexual Offences,Rape,0,2015,1
E01002447,Hillingdon,Sexual Offences,Rape,0,2015,11
E01002487,Hillingdon,Sexual Offences,Rape,0,2015,3
E01004615,Wandsworth,Sexual Offences,Rape,0,2015,3
E01004570,Wandsworth,Sexual Offences,Rape,0,2015,8
E01002287,Havering,Sexual Offences,Rape,0,2015,4
E01002569,Hounslow,Sexual Offences,Rape,0,2015,8
E01002568,Hounslow,Sexual Offences,Rape,0,2015,11
E01003318,Lewisham,Sexual Offences,Rape,0,2015,11
E01002730,Islington,Sexual Offences,Rape,0,2015,5
E01003783,Redbridge,Sexual Offences,Rape,0,2015,3
E01003786,Redbridge,Sexual Offences,Rape,0,2015,5
E01002487,Hillingdon,Sexual Offences,Rape,0,2015,1
E01002082,Haringey,Sexual Offences,Rape,0,2015,1
E01002066,Haringey,Sexual Offences,Rape,0,2015,7
E01002067,Haringey,Sexual Offences,Rape,0,2015,4
E01002089,Haringey,Sexual Offences,Rape,0,2015,12
E01002282,Havering,Sexual Offences,Rape,0,2015,10
E01003232,Lewisham,Sexual Offences,Rape,0,2015,7
E01003203,Lewisham,Sexual Offences,Rape,0,2015,7
E01002455,Hillingdon,Sexual Offences,Rape,0,2015,2
E01004509,Wandsworth,Sexual Offences,Rape,0,2015,10
E01004755,Westminster,Sexual Offences,Rape,0,2015,10
E01004675,Westminster,Sexual Offences,Rape,0,2015,2
E01004272,Tower Hamlets,Sexual Offences,Rape,0,2015,6
E01004208,Tower Hamlets,Sexual Offences,Rape,0,2015,11
E01004311,Tower Hamlets,Sexual Offences,Rape,0,2015,10
E01004339,Waltham Forest,Sexual Offences,Rape,0,2015,8
E01004342,Waltham Forest,Sexual Offences,Rape,0,2015,12
E01003009,Kingston upon Thames,Sexual Offences,Rape,0,2015,7
E01002839,Kensington and Chelsea,Sexual Offences,Rape,0,2015,5
E01002812,Kensington and Chelsea,Sexual Offences,Rape,0,2015,12
E01001563,Enfield,Sexual Offences,Rape,0,2015,10
E01001516,Enfield,Sexual Offences,Rape,0,2015,9
E01001392,Enfield,Sexual Offences,Rape,0,2015,7
E01004755,Westminster,Sexual Offences,Rape,0,2015,1
E01004735,Westminster,Sexual Offences,Rape,0,2015,1
E01004209,Tower Hamlets,Sexual Offences,Rape,0,2015,10
E01004209,Tower Hamlets,Sexual Offences,Rape,0,2015,9
E01004311,Tower Hamlets,Sexual Offences,Rape,0,2015,11
E01004339,Waltham Forest,Sexual Offences,Rape,0,2015,7
E01002994,Kingston upon Thames,Sexual Offences,Rape,0,2015,7
E01002994,Kingston upon Thames,Sexual Offences,Rape,0,2015,11
E01001935,Hammersmith and Fulham,Sexual Offences,Rape,0,2015,11
E01001907,Hammersmith and Fulham,Sexual Offences,Rape,0,2015,6
E01004234,Tower Hamlets,Sexual Offences,Rape,0,2015,11
E01004208,Tower Hamlets,Sexual Offences,Rape,0,2015,10
E01004339,Waltham Forest,Sexual Offences,Rape,0,2015,2
E01000094,Barking and Dagenham,Sexual Offences,Rape,0,2015,2
E01000094,Barking and Dagenham,Sexual Offences,Rape,0,2015,6
E01002946,Kingston upon Thames,Sexual Offences,Rape,0,2015,10
E01002804,Islington,Sexual Offences,Rape,0,2015,9
E01003772,Redbridge,Sexual Offences,Rape,0,2015,1
E01003921,Southwark,Sexual Offences,Rape,0,2015,2
E01002455,Hillingdon,Sexual Offences,Rape,0,2015,12
E01002508,Hillingdon,Sexual Offences,Rape,0,2015,9
E01004528,Wandsworth,Sexual Offences,Rape,0,2015,1
E01004625,Wandsworth,Sexual Offences,Rape,0,2015,3
E01002713,Islington,Sexual Offences,Rape,0,2015,7
E01004044,Southwark,Sexual Offences,Rape,0,2015,6
E01002447,Hillingdon,Sexual Offences,Rape,0,2015,3
E01004601,Wandsworth,Sexual Offences,Rape,0,2015,6
E01004551,Wandsworth,Sexual Offences,Rape,0,2015,2
E01002292,Havering,Sexual Offences,Rape,0,2015,4
E01002568,Hounslow,Sexual Offences,Rape,0,2015,8
E01003318,Lewisham,Sexual Offences,Rape,0,2015,1
E01003312,Lewisham,Sexual Offences,Rape,0,2015,11
E01004755,Westminster,Sexual Offences,Rape,0,2015,8
E01004272,Tower Hamlets,Sexual Offences,Rape,0,2015,1
E01004209,Tower Hamlets,Sexual Offences,Rape,0,2015,12
E01000093,Barking and Dagenham,Sexual Offences,Rape,0,2015,11
E01002968,Kingston upon Thames,Sexual Offences,Rape,0,2015,2
E01002912,Kensington and Chelsea,Sexual Offences,Rape,0,2015,10
E01004675,Westminster,Sexual Offences,Rape,0,2015,7
E01004735,Westminster,Sexual Offences,Rape,0,2015,12
E01004209,Tower Hamlets,Sexual Offences,Rape,0,2015,2
E01004293,Tower Hamlets,Sexual Offences,Rape,0,2015,10
E01004229,Tower Hamlets,Sexual Offences,Rape,0,2015,9
E01004336,Waltham Forest,Sexual Offences,Rape,0,2015,6
E01003896,Richmond upon Thames,Sexual Offences,Rape,0,2015,2
E01003786,Redbridge,Sexual Offences,Rape,0,2015,10
E01003943,Southwark,Sexual Offences,Rape,0,2015,8
E01004044,Southwark,Sexual Offences,Rape,0,2015,3
E01003943,Southwark,Sexual Offences,Rape,0,2015,11
E01003972,Southwark,Sexual Offences,Rape,0,2015,10
E01004006,Southwark,Sexual Offences,Rape,0,2015,1
E01004528,Wandsworth,Sexual Offences,Rape,0,2015,4
E01004615,Wandsworth,Sexual Offences,Rape,0,2015,4
E01001907,Hammersmith and Fulham,Sexual Offences,Rape,0,2015,1
E01004341,Waltham Forest,Sexual Offences,Rape,0,2015,11
E01004337,Waltham Forest,Sexual Offences,Rape,0,2015,1
E01002822,Kensington and Chelsea,Sexual Offences,Rape,0,2015,3
E01000526,Brent,Sexual Offences,Rape,0,2016,3
E01000544,Brent,Sexual Offences,Rape,0,2016,5
E01000570,Brent,Sexual Offences,Rape,0,2016,6
E01000562,Brent,Sexual Offences,Rape,0,2016,4
E01001273,Ealing,Sexual Offences,Rape,0,2016,10
E01001295,Ealing,Sexual Offences,Rape,0,2016,11
E01000550,Brent,Sexual Offences,Rape,0,2016,9
E01001301,Ealing,Sexual Offences,Rape,0,2016,11
E01001301,Ealing,Sexual Offences,Rape,0,2016,3
E01001301,Ealing,Sexual Offences,Rape,0,2016,8
E01001331,Ealing,Sexual Offences,Rape,0,2016,10
E01000526,Brent,Sexual Offences,Rape,0,2016,7
E01000478,Brent,Sexual Offences,Rape,0,2016,12
E01000471,Brent,Sexual Offences,Rape,0,2016,1
E01000619,Brent,Sexual Offences,Rape,0,2016,11
E01000156,Barnet,Sexual Offences,Rape,0,2016,2
E01000898,Camden,Sexual Offences,Rape,0,2016,10
E01000932,Camden,Sexual Offences,Rape,0,2016,4
E01001373,Ealing,Sexual Offences,Rape,0,2016,4
E01000637,Brent,Sexual Offences,Rape,0,2016,5
E01000619,Brent,Sexual Offences,Rape,0,2016,8
E01000848,Camden,Sexual Offences,Rape,0,2016,2
E01001273,Ealing,Sexual Offences,Rape,0,2016,4
E01001373,Ealing,Sexual Offences,Rape,0,2016,2
E01000156,Barnet,Sexual Offences,Rape,0,2016,4
E01000156,Barnet,Sexual Offences,Rape,0,2016,7
E01000853,Camden,Sexual Offences,Rape,0,2016,2
E01000848,Camden,Sexual Offences,Rape,0,2016,3
E01001373,Ealing,Sexual Offences,Rape,0,2016,3
E01000898,Camden,Sexual Offences,Rape,0,2016,1
E01000927,Camden,Sexual Offences,Rape,0,2016,2
E01002219,Harrow,Sexual Offences,Rape,0,2016,5
E01003363,Merton,Sexual Offences,Rape,0,2016,2
E01003428,Merton,Sexual Offences,Rape,0,2016,1
E01003527,Newham,Sexual Offences,Rape,0,2016,6
E01000743,Bromley,Sexual Offences,Rape,0,2016,1
E01000562,Brent,Sexual Offences,Rape,0,2016,1
E01000570,Brent,Sexual Offences,Rape,0,2016,12
E01000291,Barnet,Sexual Offences,Rape,0,2016,6
E01001331,Ealing,Sexual Offences,Rape,0,2016,4
E01002131,Harrow,Sexual Offences,Rape,0,2016,4
E01003428,Merton,Sexual Offences,Rape,0,2016,4
E01003496,Newham,Sexual Offences,Rape,0,2016,1
E01003619,Newham,Sexual Offences,Rape,0,2016,6
E01003608,Newham,Sexual Offences,Rape,0,2016,3
E01003527,Newham,Sexual Offences,Rape,0,2016,8
E01002236,Harrow,Sexual Offences,Rape,0,2016,12
E01002110,Harrow,Sexual Offences,Rape,0,2016,6
E01003386,Merton,Sexual Offences,Rape,0,2016,11
E01003532,Newham,Sexual Offences,Rape,0,2016,6
E01003551,Newham,Sexual Offences,Rape,0,2016,4
E01000744,Bromley,Sexual Offences,Rape,0,2016,8
E01000744,Bromley,Sexual Offences,Rape,0,2016,7
E01002110,Harrow,Sexual Offences,Rape,0,2016,2
E01003532,Newham,Sexual Offences,Rape,0,2016,10
E01003609,Newham,Sexual Offences,Rape,0,2016,8
E01003551,Newham,Sexual Offences,Rape,0,2016,8
E01004191,Sutton,Sexual Offences,Rape,0,2016,5
E01001092,Croydon,Sexual Offences,Rape,0,2016,7
E01001057,Croydon,Sexual Offences,Rape,0,2016,2
E01001115,Croydon,Sexual Offences,Rape,0,2016,2
E01001549,Enfield,Sexual Offences,Rape,0,2016,4
E01001726,Hackney,Sexual Offences,Rape,0,2016,10
E01003120,Lambeth,Sexual Offences,Rape,0,2016,11
E01003026,Lambeth,Sexual Offences,Rape,0,2016,2
E01003119,Lambeth,Sexual Offences,Rape,0,2016,9
E01001175,Croydon,Sexual Offences,Rape,0,2016,8
E01001533,Enfield,Sexual Offences,Rape,0,2016,12
E01001720,Hackney,Sexual Offences,Rape,0,2016,2
E01003532,Newham,Sexual Offences,Rape,0,2016,12
E01001057,Croydon,Sexual Offences,Rape,0,2016,9
E01001175,Croydon,Sexual Offences,Rape,0,2016,1
E01001720,Hackney,Sexual Offences,Rape,0,2016,8
E01001763,Hackney,Sexual Offences,Rape,0,2016,1
E01001010,Croydon,Sexual Offences,Rape,0,2016,4
E01001062,Croydon,Sexual Offences,Rape,0,2016,12
E01001487,Enfield,Sexual Offences,Rape,0,2016,8
E01001840,Hackney,Sexual Offences,Rape,0,2016,9
E01001832,Hackney,Sexual Offences,Rape,0,2016,3
E01003079,Lambeth,Sexual Offences,Rape,0,2016,10
E01002143,Harrow,Sexual Offences,Rape,0,2016,3
E01002236,Harrow,Sexual Offences,Rape,0,2016,11
E01003516,Newham,Sexual Offences,Rape,0,2016,2
E01003527,Newham,Sexual Offences,Rape,0,2016,3
E01004183,Sutton,Sexual Offences,Rape,0,2016,10
E01002082,Haringey,Sexual Offences,Rape,0,2016,6
E01003348,Lewisham,Sexual Offences,Rape,0,2016,6
E01003260,Lewisham,Sexual Offences,Rape,0,2016,5
E01003226,Lewisham,Sexual Offences,Rape,0,2016,11
E01003197,Lewisham,Sexual Offences,Rape,0,2016,12
E01003232,Lewisham,Sexual Offences,Rape,0,2016,10
E01001982,Haringey,Sexual Offences,Rape,0,2016,9
E01002060,Haringey,Sexual Offences,Rape,0,2016,4
E01002003,Haringey,Sexual Offences,Rape,0,2016,4
E01001092,Croydon,Sexual Offences,Rape,0,2016,5
E01001151,Croydon,Sexual Offences,Rape,0,2016,10
E01001000,Croydon,Sexual Offences,Rape,0,2016,5
E01001092,Croydon,Sexual Offences,Rape,0,2016,3
E01001840,Hackney,Sexual Offences,Rape,0,2016,6
E01001781,Hackney,Sexual Offences,Rape,0,2016,4
E01001115,Croydon,Sexual Offences,Rape,0,2016,8
E01001151,Croydon,Sexual Offences,Rape,0,2016,1
E01001755,Hackney,Sexual Offences,Rape,0,2016,7
E01001840,Hackney,Sexual Offences,Rape,0,2016,8
E01003029,Lambeth,Sexual Offences,Rape,0,2016,8
E01003120,Lambeth,Sexual Offences,Rape,0,2016,8
E01002054,Haringey,Sexual Offences,Rape,0,2016,5
E01001982,Haringey,Sexual Offences,Rape,0,2016,12
E01002067,Haringey,Sexual Offences,Rape,0,2016,2
E01002068,Haringey,Sexual Offences,Rape,0,2016,6
E01002569,Hounslow,Sexual Offences,Rape,0,2016,8
E01002661,Hounslow,Sexual Offences,Rape,0,2016,4
E01002621,Hounslow,Sexual Offences,Rape,0,2016,7
E01003336,Lewisham,Sexual Offences,Rape,0,2016,1
E01001578,Greenwich,Sexual Offences,Rape,0,2016,4
E01003079,Lambeth,Sexual Offences,Rape,0,2016,7
E01003079,Lambeth,Sexual Offences,Rape,0,2016,3
E01003120,Lambeth,Sexual Offences,Rape,0,2016,2
E01003018,Lambeth,Sexual Offences,Rape,0,2016,2
E01003348,Lewisham,Sexual Offences,Rape,0,2016,7
E01001646,Greenwich,Sexual Offences,Rape,0,2016,8
E01002730,Islington,Sexual Offences,Rape,0,2016,3
E01003640,Redbridge,Sexual Offences,Rape,0,2016,9
E01003741,Redbridge,Sexual Offences,Rape,0,2016,1
E01004006,Southwark,Sexual Offences,Rape,0,2016,11
E01004027,Southwark,Sexual Offences,Rape,0,2016,12
E01004006,Southwark,Sexual Offences,Rape,0,2016,7
E01002447,Hillingdon,Sexual Offences,Rape,0,2016,2
E01004550,Wandsworth,Sexual Offences,Rape,0,2016,11
E01002802,Islington,Sexual Offences,Rape,0,2016,8
E01002730,Islington,Sexual Offences,Rape,0,2016,10
E01003783,Redbridge,Sexual Offences,Rape,0,2016,8
E01003640,Redbridge,Sexual Offences,Rape,0,2016,2
E01003921,Southwark,Sexual Offences,Rape,0,2016,5
E01003972,Southwark,Sexual Offences,Rape,0,2016,11
E01004027,Southwark,Sexual Offences,Rape,0,2016,10
E01004551,Wandsworth,Sexual Offences,Rape,0,2016,10
E01002082,Haringey,Sexual Offences,Rape,0,2016,12
E01002292,Havering,Sexual Offences,Rape,0,2016,7
E01003256,Lewisham,Sexual Offences,Rape,0,2016,5
E01003264,Lewisham,Sexual Offences,Rape,0,2016,4
E01001640,Greenwich,Sexual Offences,Rape,0,2016,3
E01001625,Greenwich,Sexual Offences,Rape,0,2016,4
E01001633,Greenwich,Sexual Offences,Rape,0,2016,4
E01004001,Southwark,Sexual Offences,Rape,0,2016,2
E01004625,Wandsworth,Sexual Offences,Rape,0,2016,4
E01004570,Wandsworth,Sexual Offences,Rape,0,2016,10
E01004615,Wandsworth,Sexual Offences,Rape,0,2016,10
E01002066,Haringey,Sexual Offences,Rape,0,2016,7
E01002066,Haringey,Sexual Offences,Rape,0,2016,9
E01002067,Haringey,Sexual Offences,Rape,0,2016,3
E01002287,Havering,Sexual Offences,Rape,0,2016,5
E01003232,Lewisham,Sexual Offences,Rape,0,2016,5
E01003312,Lewisham,Sexual Offences,Rape,0,2016,12
E01003264,Lewisham,Sexual Offences,Rape,0,2016,7
E01003318,Lewisham,Sexual Offences,Rape,0,2016,3
E01004509,Wandsworth,Sexual Offences,Rape,0,2016,2
E01004735,Westminster,Sexual Offences,Rape,0,2016,8
E01004311,Tower Hamlets,Sexual Offences,Rape,0,2016,10
E01004208,Tower Hamlets,Sexual Offences,Rape,0,2016,11
E01004208,Tower Hamlets,Sexual Offences,Rape,0,2016,6
E01004735,Westminster,Sexual Offences,Rape,0,2016,7
E01004209,Tower Hamlets,Sexual Offences,Rape,0,2016,4
E01004224,Tower Hamlets,Sexual Offences,Rape,0,2016,5
E01004229,Tower Hamlets,Sexual Offences,Rape,0,2016,7
E01004234,Tower Hamlets,Sexual Offences,Rape,0,2016,2
E01004337,Waltham Forest,Sexual Offences,Rape,0,2016,10
E01002889,Kensington and Chelsea,Sexual Offences,Rape,0,2016,8
E01001165,Croydon,Sexual Offences,Rape,0,2016,7
E01001115,Croydon,Sexual Offences,Rape,0,2016,1
E01000990,Croydon,Sexual Offences,Rape,0,2016,4
E01001549,Enfield,Sexual Offences,Rape,0,2016,1
E01003106,Lambeth,Sexual Offences,Rape,0,2016,4
E01004694,Westminster,Sexual Offences,Rape,0,2016,2
E01004251,Tower Hamlets,Sexual Offences,Rape,0,2016,12
E01004199,Tower Hamlets,Sexual Offences,Rape,0,2016,4
E01004208,Tower Hamlets,Sexual Offences,Rape,0,2016,8
E01000070,Barking and Dagenham,Sexual Offences,Rape,0,2016,11
E01002946,Kingston upon Thames,Sexual Offences,Rape,0,2016,8
E01003009,Kingston upon Thames,Sexual Offences,Rape,0,2016,11
E01003009,Kingston upon Thames,Sexual Offences,Rape,0,2016,7
E01004336,Waltham Forest,Sexual Offences,Rape,0,2016,12
E01002822,Kensington and Chelsea,Sexual Offences,Rape,0,2016,3
E01002912,Kensington and Chelsea,Sexual Offences,Rape,0,2016,10
E01004251,Tower Hamlets,Sexual Offences,Rape,0,2016,4
E01004378,Waltham Forest,Sexual Offences,Rape,0,2016,2
E01000033,Barking and Dagenham,Sexual Offences,Rape,0,2016,12
E01002889,Kensington and Chelsea,Sexual Offences,Rape,0,2016,10
E01002848,Kensington and Chelsea,Sexual Offences,Rape,0,2016,2
E01003741,Redbridge,Sexual Offences,Rape,0,2016,5
E01002455,Hillingdon,Sexual Offences,Rape,0,2016,8
E01001907,Hammersmith and Fulham,Sexual Offences,Rape,0,2016,9
E01001877,Hammersmith and Fulham,Sexual Offences,Rape,0,2016,2
E01002848,Kensington and Chelsea,Sexual Offences,Rape,0,2016,6
E01002912,Kensington and Chelsea,Sexual Offences,Rape,0,2016,5
E01002822,Kensington and Chelsea,Sexual Offences,Rape,0,2016,7
E01002395,Hillingdon,Sexual Offences,Rape,0,2016,9
E01004536,Wandsworth,Sexual Offences,Rape,0,2016,11
E01004601,Wandsworth,Sexual Offences,Rape,0,2016,1
E01004536,Wandsworth,Sexual Offences,Rape,0,2016,9
E01004536,Wandsworth,Sexual Offences,Rape,0,2016,2
E01002062,Haringey,Sexual Offences,Rape,0,2016,1
E01002668,Hounslow,Sexual Offences,Rape,0,2016,4
E01003256,Lewisham,Sexual Offences,Rape,0,2016,6
E01001640,Greenwich,Sexual Offences,Rape,0,2016,12
E01004199,Tower Hamlets,Sexual Offences,Rape,0,2016,3
E01004307,Tower Hamlets,Sexual Offences,Rape,0,2016,8
E01004311,Tower Hamlets,Sexual Offences,Rape,0,2016,6
E01004339,Waltham Forest,Sexual Offences,Rape,0,2016,9
E01001907,Hammersmith and Fulham,Sexual Offences,Rape,0,2016,4
E01004307,Tower Hamlets,Sexual Offences,Rape,0,2016,7
E01004311,Tower Hamlets,Sexual Offences,Rape,0,2016,7
E01002730,Islington,Sexual Offences,Rape,0,2016,1
E01002756,Islington,Sexual Offences,Rape,0,2016,9
E01003640,Redbridge,Sexual Offences,Rape,0,2016,5
E01003741,Redbridge,Sexual Offences,Rape,0,2016,12
E01001877,Hammersmith and Fulham,Sexual Offences,Rape,0,2016,4
E01001935,Hammersmith and Fulham,Sexual Offences,Rape,0,2016,5
E01004755,Westminster,Sexual Offences,Rape,0,2016,6
E01004209,Tower Hamlets,Sexual Offences,Rape,0,2016,9
E01004417,Waltham Forest,Sexual Offences,Rape,0,2016,12
E01001912,Hammersmith and Fulham,Sexual Offences,Rape,0,2016,12
E01002839,Kensington and Chelsea,Sexual Offences,Rape,0,2016,11
E01000640,Brent,Sexual Offences,Other Sexual,0,2015,8
E01000206,Barnet,Sexual Offences,Other Sexual,0,2015,9
E01000176,Barnet,Sexual Offences,Other Sexual,0,2015,12
E01000322,Barnet,Sexual Offences,Other Sexual,0,2015,8
E01000131,Barnet,Sexual Offences,Other Sexual,0,2015,9
E01000428,Bexley,Sexual Offences,Other Sexual,0,2015,7
E01000461,Bexley,Sexual Offences,Other Sexual,0,2015,6
E01001202,Ealing,Sexual Offences,Other Sexual,0,2015,5
E01001324,Ealing,Sexual Offences,Other Sexual,0,2015,12
E01001283,Ealing,Sexual Offences,Other Sexual,0,2015,8
E01001328,Ealing,Sexual Offences,Other Sexual,0,2015,4
E01000640,Brent,Sexual Offences,Other Sexual,0,2015,2
E01000546,Brent,Sexual Offences,Other Sexual,0,2015,5
E01000219,Barnet,Sexual Offences,Other Sexual,0,2015,9
E01000129,Barnet,Sexual Offences,Other Sexual,0,2015,12
E01000316,Barnet,Sexual Offences,Other Sexual,0,2015,4
E01000265,Barnet,Sexual Offences,Other Sexual,0,2015,12
E01000211,Barnet,Sexual Offences,Other Sexual,0,2015,2
E01000131,Barnet,Sexual Offences,Other Sexual,0,2015,3
E01000461,Bexley,Sexual Offences,Other Sexual,0,2015,7
E01000931,Camden,Sexual Offences,Other Sexual,0,2015,3
E01000876,Camden,Sexual Offences,Other Sexual,0,2015,7
E01000851,Camden,Sexual Offences,Other Sexual,0,2015,7
E01001283,Ealing,Sexual Offences,Other Sexual,0,2015,11
E01001246,Ealing,Sexual Offences,Other Sexual,0,2015,11
E01001200,Ealing,Sexual Offences,Other Sexual,0,2015,9
E01001288,Ealing,Sexual Offences,Other Sexual,0,2015,11
E01000548,Brent,Sexual Offences,Other Sexual,0,2015,5
E01000158,Barnet,Sexual Offences,Other Sexual,0,2015,12
E01000206,Barnet,Sexual Offences,Other Sexual,0,2015,11
E01000128,Barnet,Sexual Offences,Other Sexual,0,2015,9
E01000129,Barnet,Sexual Offences,Other Sexual,0,2015,3
E01000140,Barnet,Sexual Offences,Other Sexual,0,2015,3
E01000919,Camden,Sexual Offences,Other Sexual,0,2015,6
E01000954,Camden,Sexual Offences,Other Sexual,0,2015,2
E01000907,Camden,Sexual Offences,Other Sexual,0,2015,11
E01001326,Ealing,Sexual Offences,Other Sexual,0,2015,6
E01001220,Ealing,Sexual Offences,Other Sexual,0,2015,10
